kode,nama_tender,instansi,status_tender,hps,5,6,7,8,9,10,11,12,13,kategori,pagu,hps_detail,nama_pemenang,alamat_pemenang,npwp_pemenang,penawaran_pemenang,preprocessing
4582119,Belanja Pakaian Olahraga popnas xiv 2017 penyelenggara dan pengiriman,Pemerintah Daerah Provinsi Jawa Tengah,Tender Sudah Selesai,"1,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,9,"Rp 1.790.150.000,00","Rp 1.776.400.000,00",CV. NATAWANNI,Jl. Taman Sri Rejeki Selatan VII  - Semarang (Kota) - Jawa Tengah,75.503.365.1-503.000,"Rp 1.699.000.000,00",belanja pakaian olahraga popnas xiv 2017 penyelenggara pengiriman
4581119,Pengadaan Barang Pipa dan Accessories Sebanyak = 2.500 Unit,Pemerintah Daerah Kabupaten Kendal,Tender Sudah Selesai,898 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,"Rp 802.706.960,00",0.0,0.0,0,1,"Rp 898.001.500,00","Rp 898.001.500,00",RESTU BUNDA,Jl. Tanggul Mas Timur VIII No. 300  - Semarang (Kota) - Jawa Tengah,72.338.179.4-504.000,"Rp 802.706.960,00",pengadaan barang pipa accessories sebanyak 2.500 unit
4579119,Pengadaan Peralatan Saving Energi dan Peningkatan Kualitas Air MA. Gending,PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"596,2 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,5,"Rp 600.000.000,00","Rp 596.174.700,00",CV. ANUGRAH AGUNG LESTARI,JL.KETINTANG BARU SELATAN 1A NO.E 03  - Surabaya (Kota) - Jawa Timur,76.160.002.2-609.000,"Rp 543.565.000,00",pengadaan peralatan saving energi peningkatan kualitas air ma gending
4578119,Konsumsi peserta dan penyelenggara,Sekretariat Kabinet,Tender Sudah Selesai,"336,8 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,1,Nilai Kontrak belum dibuat,1.0,0.0,0,15,"Rp 344.040.000,00","Rp 336.795.000,00",PT NISA ARTHA BOGA,"Jl. Amalia No.76 RT/RW 001/006 Kel. Penggilingan , Kec. Cakung  - Jakarta Timur (Kota) - DKI Jakarta",70.072.297.8-004.000,"Rp 296.400.000,00",konsumsi peserta penyelenggara
4577119,Pengadaan Jasa Konsultansi Badan Usaha Kajian Kebijakan dan Implementasi Program Kebijakan Pemerataan Ekonomi,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"8,2 M",Prakualifikasi Dua File,Seleksi Umum,Kualitas,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,17,,,,,,,pengadaan jasa konsultansi badan usaha kajian kebijakan implementasi program kebijakan pemerataan ekonomi
4576119,Kendaraan Khusus Ambulance VVIP Kepresidenan,Kementerian Sekretariat Negara,Tender Sudah Selesai,"6,1 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,"Rp 6.097.954.500,00",0.0,0.0,0,12,"Rp 6.137.252.000,00","Rp 6.125.924.000,00",PT. CAKRA KEJORA MANDIRI,"Jl. Pembangunan III No. 28 Kel. Batusari, Kec. Batuceper  - Tangerang (Kota) - Banten",03.325.086.1-416.000,"Rp 6.116.000.000,00",kendaraan khusus ambulance vvip kepresidenan
4575119,Pengadaan Bahan Dan Peralatan Normalisasi Jaringan 2017,Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,"948,1 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 973.893.800,00","Rp 948.145.000,00",CV. PANDU LAKSANA JAYA,Perum. Bumi Ketapang Damai Blok A No. 164 RT.04 RW.10 Kebonmanis Cilacap  - Cilacap (Kab.) - Jawa Tengah,03.003.144.7-522.000,"Rp 878.350.000,00",pengadaan bahan peralatan normalisasi jaringan 2017
4574119,"Konsultan Penilaian Tingkat Penguatan dan Penyempurnaan Teknologi Informasi dan Komunikasi  / Pengembangan Aplikasi / Pengelolaan dan Pengembangan Aplikasi / Layanan Data dan Informasi / Biro Hukum, Sistem Informasi dan Kepegawaian",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,95 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,9,"Rp 95.000.000,00","Rp 95.000.000,00",PT. Inixindo Widya Iswara Nusantara,JL. Kenari No.69 RT 021 RW 007 Mujamuju Umbulharjo Yogyakarta  - Yogyakarta (Kota) - DI Yogyakarta,02.542.161.1-541.000,"Rp 93.764.000,00",konsultan penilaian tingkat penguatan penyempurnaan teknologi informasi komunikasi pengembangan aplikasi pengelolaan pengembangan aplikasi layanan data informasi biro hukum sistem informasi kepegawaian
4571119,Penyelenggaraan Jambore Nasional Revolusi Mental,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,"2,6 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,22,"Rp 3.000.000.000,00","Rp 2.611.521.000,00",POTENSINDO GLOBAL,Jl. Letjen Suprapto 37a Sidomulyo Ungaran  - Semarang (Kab.) - Jawa Tengah,02.253.715.3-505.000,"Rp 1.953.281.000,00",penyelenggaraan jambore nasional revolusi mental
4566119,Pekerjaan Pengadaan Meubelair Gedung Kantor Bappenas (Pekerjaan Pengadaan Meubelair Ruang Kerja Gedung Madiun dan Gedung TS1) <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,5 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,6,"Rp 1.535.197.000,00","Rp 1.457.056.000,00",PT.SUMBER BERKAT USAHA MANDIRI,Jl.Pelangi E no.9 Jaka Mulya - Bekasi  - Bekasi (Kota) - Jawa Barat,31.189.245.9-432.000,"Rp 1.295.085.000,00",pekerjaan pengadaan meubelair gedung kantor bappenas pekerjaan pengadaan meubelair ruang kerja gedung madiun gedung ts1 span class='label label-warning tender ulang /span
4558119,"Pekerjaan Rehabilitasi Gedung Kantor Ruang Kerja Biro SDM, Bagian BMNP, ULP, dan KNKS",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"599,5 Jt",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,1,"Rp 599.496.000,00","Rp 599.496.000,00",PT. Haruni Citra Gemilang,Jl. Pramuka Raya kav. 150 Gd. Is Plaza Lt.5 R 504 Rt 009 Rw 005 Utan Kayu Utara Matraman  - Jakarta Timur (Kota) - DKI Jakarta,03.135.688.4-001.000,"Rp 529.323.000,00",pekerjaan rehabilitasi gedung kantor ruang kerja biro sdm bagian bmnp ulp knks
4555119,"Pengadaan Meter Air Pelanggan Baru dan Pengantian Meter Pelanggan dia ½"" Inchi Sebanyak 2.000 Buah Merk Itron",Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,495 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,24,"Rp 495.000.000,00","Rp 495.000.000,00",INKOP PAMSI,"Jl. Dewi Sartika No. 287 RT.006/005 Kelurahan Cawang Kecamatan Kramat Jati, Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta",02.723.419.4-005.000,"Rp 489.500.000,00",pengadaan meter air pelanggan baru pengantian meter pelanggan ½ '' inchi sebanyak 2.000 buah merk itron
4553119,Pengadaan Pressure Reducing Valve (PRV) Tahun 2017,Pemerintah Daerah Kabupaten Wonosobo,Tender Sudah Selesai,234 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,17,"Rp 233.981.000,00","Rp 233.981.000,00",CV. SESAMA KITA,JL. MURADI I / 10  - Semarang (Kota) - Jawa Tengah,01.551.622.2-511.000,"Rp 228.140.000,00",pengadaan pressure reducing valve prv tahun 2017
4549119,Pengadaan Kebutuhan Investasi Jaringan Perpipaan,PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"1,6 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,14,"Rp 1.600.000.000,00","Rp 1.568.425.210,00",PITULAS MOYA MANDIRI,Jl. NANGKA TIMUR 21 B  - Semarang (Kota) - Jawa Tengah,80.815.136.9-508.000,"Rp 1.450.770.200,00",pengadaan kebutuhan investasi jaringan perpipaan
4546119,Pengadaan Genset,Pemerintah Daerah Kota Magelang,Tender Sudah Selesai,465 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,10,"Rp 650.000.000,00","Rp 464.997.500,00",CV TIERENT,"Jl. Taruna Perum POLRI Gowok B2 No. 88b RT.11/RW.005 Caturtunggal, Depok, Sleman DIY  - Sleman (Kab.) - DI Yogyakarta",66.173.197.6-542.000,"Rp 372.700.000,20",pengadaan genset
4543119,"Pekerjaan Pondasi IPA Kapasitas 10 lt/dt, Pemindahan IPA Kapasitas 10 lt/dt, Rehab Bangunan PDAM Muara Kaman",PDAM Tirta Mahakam,Tender Sudah Selesai,1 M,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 1.050.000.000,00","Rp 1.043.610.000,00",PT. TIRTA SARI MANDIRI,Perum Puri Surya Jaya Cluster Vancouver J-14/09  - Sidoarjo (Kab.) - Jawa Timur,03.155.749.9-643.000,"Rp 1.015.186.000,00",pekerjaan pondasi ipa kapasitas 10 lt/dt pemindahan ipa kapasitas 10 lt/dt rehab bangunan pdam muara kaman
4542119,"Pekerjaan Pondasi IPA Kapasitas 10 lt/dt, Pemindahan IPA Kapasitas 10 lt/dt PDAM Ranting Jantur",PDAM Tirta Mahakam,Tender Sudah Selesai,"764,5 Jt",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 800.000.000,00","Rp 764.523.000,00",PT. TIRTA SARI MANDIRI,Perum Puri Surya Jaya Cluster Vancouver J-14/09  - Sidoarjo (Kab.) - Jawa Timur,03.155.749.9-643.000,"Rp 749.182.000,00",pekerjaan pondasi ipa kapasitas 10 lt/dt pemindahan ipa kapasitas 10 lt/dt pdam ranting jantur
4541119,Pekerjaan Pondasi IPA Kapasitas 20 lt/dt & Pemindahan IPA Kapasitas 20 lt/dt dari Blok D ke Blok C,PDAM Tirta Mahakam,Tender Sudah Selesai,"1,1 M",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 1.150.000.000,00","Rp 1.144.495.000,00",CV. TIRTA MANDIRI,JL. PESUT NO. 02 RT. 18 KEL. TIMBAU KEC. TENGGARONG  - Kutai Kartanegara (Kab.) - Kalimantan Timur,02.594.454.7-728.000,"Rp 1.134.379.000,00",pekerjaan pondasi ipa kapasitas 20 lt/dt pemindahan ipa kapasitas 20 lt/dt blok d blok c
4540119,Sewa Kendaraan Kegiatan Final dan Grand Final Lomba Cerdas Cermat Empat Pilar MPR RI,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"446,6 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 446.600.000,00","Rp 446.584.380,00",PT. GADING PERSADA MANDIRI,"Jl. HOS Cokroaminoto Ruko CBD Blok A.3 No. 19, Karang Tengah, Karang Tengah  - Tangerang (Kota) - Banten",02.739.526.8-416.000,"Rp 446.490.000,00",sewa kendaraan kegiatan final grand final lomba cerdas cermat empat pilar mpr ri
4538119,Pengadaan Buku Koleksi Perpustakaan SD (DAK 2017),Pemerintah Daerah Kabupaten Jepara,Tender Sudah Selesai,"4,9 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,23,"Rp 5.390.000.000,00","Rp 4.918.374.597,22",CV PUTRA MANDIRI 9,Jl. Beruang AC 46 RT 001/008 Langenharjo Grogol Sukoharjo  - Sukoharjo (Kab.) - Jawa Tengah,02.782.340.0-532.000,"Rp 4.262.118.000,00",pengadaan buku koleksi perpustakaan sd dak 2017
4535119,Pembangunan Instalasi Chlorinasi dan Aerasi,PDAM Lawu Tirta,Tender Sudah Selesai,"577,2 Jt",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,1.0,0.0,0,0,"Rp 577.250.000,00","Rp 577.250.000,00",CV RAGIL PAMUNGKAS,JL. YUDISTIRO NO 20 MAGETAN  - Magetan (Kab.) - Jawa Timur,31.452.173.3-646.000,"Rp 577.100.000,00",pembangunan instalasi chlorinasi aerasi
4534119,Pembangunan Sumur Air Tanah Dalam,PDAM Lawu Tirta,Tender Sudah Selesai,400 Jt,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,15,"Rp 400.000.000,00","Rp 400.000.000,00",CV. Tirta Karya Mandiri,Jl. Kartini No. 25 Rt.005 Rw.003 Margomulyo Ngawi  - Ngawi (Kab.) - Jawa Timur,73.904.329.7-646.000,"Rp 355.837.000,00",pembangunan sumur air tanah
4533119,Pembangunan Sumur Air Tanah Dalam,PDAM Lawu Tirta,Tender Sudah Selesai,700 Jt,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,15,"Rp 700.000.000,00","Rp 700.000.000,00",CV. Tirta Karya Mandiri,Jl. Kartini No. 25 Rt.005 Rw.003 Margomulyo Ngawi  - Ngawi (Kab.) - Jawa Timur,73.904.329.7-646.000,"Rp 622.580.000,00",pembangunan sumur air tanah
4532119,"Pengadaan dan Pemasangan Pipa Transmisi PVC 6""",PDAM Lawu Tirta,Tender Sudah Selesai,"621,3 Jt",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 621.258.000,00","Rp 621.258.000,00",CV. MUGI RAHAYU,JL. YUDISTIRO NO 115 MAGETAN  - Magetan (Kab.) - Jawa Timur,01.498.590.7-646.000,"Rp 492.241.000,00",pengadaan pemasangan pipa transmisi pvc 6 ''
4531119,"Pengadaan dan Pemasangan Penggantian Pipa PVC menjadi 4"" GI yang Melintas atas Clangap s/d Sarangan Selatan",PDAM Lawu Tirta,Tender Sudah Selesai,0 Jt,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 861.029.000,00","Rp 0,00",BERKAT ANUGERAH,JL.SALAK GG. GAYAM NO. 63 MAGETAN  - Magetan (Kab.) - Jawa Timur,01.480.598.0-646.000,"Rp 662.700.000,00",pengadaan pemasangan penggantian pipa pvc menjadi 4 '' gi melintas atas clangap s/d sarangan selatan
4530119,Pembuatan BTA Pilangasri Kap. 100 m3,PDAM Lawu Tirta,Tender Sudah Selesai,350 Jt,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,14,"Rp 350.000.000,00","Rp 350.000.000,00",CV. FAJAR INDAH,magetan  - Magetan (Kab.) - Jawa Timur,02.301.597.7-646.600,"Rp 296.900.000,00",pembuatan bta pilangasri kap 100 m3
4529119,Pembangunan Kantor Cabang I Magetan,PDAM Lawu Tirta,Tender Sudah Selesai,400 Jt,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 400.000.000,00","Rp 400.000.000,00",CV. BINTANG BARU,RT.04 / RW.04 DS.CANDIREJO KEC. MAGETAN KAB. MAGETAN  - Magetan (Kab.) - Jawa Timur,71.520.753.6-646.000,"Rp 328.526.000,00",pembangunan kantor cabang i magetan
4527119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Monitoring dan Evaluasi Sekretariat Dewan Nasional Keuangan Inklusif,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,60 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,,,,,,,pengadaan jasa konsultansi perorangan tenaga ahli monitoring evaluasi sekretariat dewan nasional keuangan inklusif
4526119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Pengetahuan dan Komunikasi Sekretariat Dewan Nasional Keuangan Inklusif,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,60 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,,,,,,,pengadaan jasa konsultansi perorangan tenaga ahli pengetahuan komunikasi sekretariat dewan nasional keuangan inklusif
4524119,Pengadaan Jasa Konsultansi Badan Usaha Administrator Independen Penyusunan Laporan Transparansi Industri Ekstraktif Tahun Kalender 2015 <span class='label label-warning'>Seleksi Ulang</span>,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"1,9 M",Prakualifikasi Dua File,Seleksi Umum,Kualitas,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,,,,,,,pengadaan jasa konsultansi badan usaha administrator independen penyusunan laporan transparansi industri ekstraktif tahun kalender 2015 span class='label label-warning seleksi ulang /span
4523119,PENGADAAN MATERIAL SR PROGRAM MBR TAHUN 2017,PDAM Kabupaten Semarang,Tender Sudah Selesai,"599,7 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,"Rp 424.519.722,00",0.0,0.0,0,3,"Rp 636.559.110,00","Rp 599.658.840,00",PT. FLYING EAGLE,"JLN. TAMAN KETAPANG TIMUR AG.143 , SEMARANG  - Semarang (Kota) - Jawa Tengah",02.656.482.3-518.000,"Rp 424.519.722,00",pengadaan material sr program mbr tahun 2017
4521119,Pengadaan Sumber Pembelajaran Database Electronic Journal  (E-Journal) dan  Single Search Library System UPT Perpustakaan Universitas Diponegoro Tahun Anggaran 2017 <span class='label label-warning'>Tender Ulang</span>,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"2,8 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,8,"Rp 2.890.000.000,00","Rp 2.791.952.955,00",CV. Media Buana,"Jl. Jatiwaringin Raya No. 24 Rt/Rw. 002/013  Kel. Cipinang Melayu, Kec. Makasar  - Jakarta Timur (Kota) - DKI Jakarta",03.291.824.5-024.000,"Rp 2.785.750.000,00",pengadaan sumber pembelajaran database electronic journal e-journal single search library system upt perpustakaan universitas diponegoro tahun anggaran 2017 span class='label label-warning tender ulang /span
4520119,Pengadaan Pipa HDPE untuk Investasi Jaringan Distribusi,PDAM Kabupaten Semarang,Tender Sudah Selesai,"627,4 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,"Rp 592.762.500,00",0.0,0.0,0,11,"Rp 933.834.000,00","Rp 627.364.100,00",CV. DAYA UPAYA MANDIRI,JL. PUCANG GEDE XV/2 RT.10 RW 13 BATURSARI MRANGGEN DEMAK  - Demak (Kab.) - Jawa Tengah,02.771.847.7-515.000,"Rp 594.258.000,00",pengadaan pipa hdpe investasi jaringan distribusi
4519119,Pengadaan Water Meter Dia 15 mm untuk Program MBR Tahun 2017,PDAM Kabupaten Semarang,Tender Sudah Selesai,"404,4 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,"Rp 370.744.000,00",0.0,0.0,0,16,"Rp 429.726.000,00","Rp 404.448.000,00",INKOP PAMSI,"Jl. Dewi Sartika No. 287 RT.006/005 Kelurahan Cawang Kecamatan Kramat Jati, Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta",02.723.419.4-005.000,"Rp 374.957.000,00",pengadaan water meter 15 mm program mbr tahun 2017
4517119,Pendukungan Indonesia Dalam New York Now,Badan Ekonomi Kreatif,Tender Sudah Selesai,"1,4 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,10,"Rp 1.370.000.000,00","Rp 1.353.550.000,00",PT AVANTGARDE PRODUCTION,"CROWN PALACE BLOK D-2, JL. PROF. DR. SOEPOMO, SH NO. 231, TEBET  - Jakarta Selatan (Kota) - DKI Jakarta",03.064.985.9-015.000,"Rp 1.122.000.000,00",pendukungan indonesia new york now
4515119,Pengadaan Pekerjaan Konstruksi Renovasi Interior Lobby Gedung Ali Wardhana Kementerian Koordinator Bidang Perekonomian,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"967,3 Jt",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,,,,,,,pengadaan pekerjaan konstruksi renovasi interior lobby gedung ali wardhana kementerian koordinator bidang perekonomian
4512119,Pengadaan TV dan water heater Balai Diklat Makassar,Badan Pemeriksa Keuangan,Tender Sudah Selesai,"630,1 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 630.080.000,00","Rp 630.080.000,00",PT. TRIMEGA INDO ABYUDAYA,Jl. Kencana Puri II No. 1 Komp. Margawangi Estate RT. 006 RW 013 Cijaura Buahbatu  - Bandung (Kota) - Jawa Barat,74.745.067.4-424.000,"Rp 605.286.000,00",pengadaan tv water heater balai diklat makassar
4511119,Pengadaan dan Pemasangan AC Central Gedung Baru Lantai 5 dan 6 (Split Duct 10 PK),Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,900 Jt,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 899.995.000,00","Rp 899.995.000,00",PT. Sedayu Artha Mandiri,"Jl. Pintu Air II No.53, RT 009/RW 001, Kel. Pasar Baru, Kec. Sawah Besar, Jakarta Pusat  - Jakarta Pusat (Kota) - DKI Jakarta",74.104.024.0-075.000,"Rp 767.088.000,00",pengadaan pemasangan ac central gedung baru lantai 5 6 split duct 10 pk
4510119,Pengadaan ATK operasional kantor Pusdiklat BPK RI,Badan Pemeriksa Keuangan,Tender Sudah Selesai,"450,3 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,1,"Rp 450.400.000,00","Rp 450.324.554,90",CV. MITRA GLOBAL,"Jl. Wolter Monginsidi Perum Sembungharjo Permai Blok G 1 Kec. Genuk, Semarang  - Semarang (Kota) - Jawa Tengah",31.789.151.3-518.000,"Rp 445.060.000,00",pengadaan atk operasional kantor pusdiklat bpk ri
4509119,Jasa Konsultansi Pengawasan Pembangunan Fasilitas Parkir VVIP di atas sungai <span class='label label-warning'>Seleksi Ulang</span>,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,200 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Biaya Terendah,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,14,"Rp 200.000.000,00","Rp 200.000.000,00",PT. Indocitra Intiperkasa,Jl.Raya Pasar Minggu No.46 Pancoran Jakarta 12740  - Jakarta Selatan (Kota) - DKI Jakarta,01.939.317.2-061.000,"Rp 180.537.000,00",jasa konsultansi pengawasan pembangunan fasilitas parkir vvip atas sungai span class='label label-warning seleksi ulang /span
4508119,Pengadaan Jasa Konsultansi Badan Usaha Penyusunan Konsep Revitalisasi Ekonomi Batam,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"526,2 Jt",Prakualifikasi Dua File,Seleksi Umum,Kualitas,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,14,,,,,,,pengadaan jasa konsultansi badan usaha penyusunan konsep revitalisasi ekonomi batam
4506119,Pengadaan Jasa Distribusi Torlin Tahun 2016,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,"699,1 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,10,"Rp 700.000.000,00","Rp 699.127.000,00",DEXTER EKSPRESSINDO,"RUKO MEGA GROSIR CEMPAKA MAS BLOK P NO.6, JL LETJEN SUPRAPTO, SUMUR BATU, KEMAYORAN  - Jakarta Pusat (Kota) - DKI Jakarta",03.250.879.8-027.000,"Rp 588.729.000,00",pengadaan jasa distribusi torlin tahun 2016
4505119,Jasa Konsultan Pengawasan ME (Mechanical Engineering),Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"199,3 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,11,"Rp 200.000.000,00","Rp 199.260.000,00",PT.Angelia Oerip Mandiri,Jl. Raya Pasar Minggu No. 38 RT. 001/02 Kel. Kalibata Kec. Pancoran Jakarta Selatan  - Jakarta Selatan (Kota) - DKI Jakarta,01.888.517.8-061.000,"Rp 190.503.000,00",jasa konsultan pengawasan me mechanical engineering
