,kode,nama_tender,instansi,status_tender,hps,metode pascakualifikasi,metode pemilihan,metode evaluasi,kategori,9,10,11,12,13,kategori.1,pagu,hps_detail,nama_pemenang,alamat_pemenang,npwp_pemenang,penawaran_pemenang,preprocessing,hps_number,penawaran_pemenang_number,rekomendasi_harga_penawaran
569,5314119,Pengadaan Sertifikat Sosialisasi,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"1,5 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,,0,Jasa Lainnya,"Rp 3.114.000.000,00","Rp 1.485.000.000,00",PT PURA BARUTAMA,Jl. AKBP AGIL KUSUMADYA 203 KUDUS  - Kudus (Kab.) - Jawa Tengah,01.121.427.7-092.000,"Rp 640.200.000,00",pengadaan sertifikat sosialisasi,1500000000.0,640200000.0,1361141510.4272814
570,5313119,Pengadaan Sewa Ruang Kantor Sekretariat ICCTF Tahun Anggaran 2018,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,2 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 1.200.000.000,00","Rp 1.200.000.000,00",PT Mitra Wijaya Wisesa,Jl. H. R. Rasuna Said Kav B-12  - Jakarta Selatan (Kota) - DKI Jakarta,02.183.370.2-011.000,0,pengadaan sewa ruang kantor sekretariat icctf tahun anggaran 2018,1200000000.0,0.0,1088913208.341825
571,5312119,Pengadaan Submersible Pump Merk Turbosan Type DAS-SC 300/500 dan Control Panel Variable Speed Drive,PDAM Tirta Moedal,Tender Sudah Selesai,"2,1 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 2.295.700.000,00","Rp 2.146.479.500,00",CV Karya Perdana,"Jl.Bayu Prasetya Timur V/74, Kel.Bangetayu Wetan, Kec. Genuk  - Semarang (Kota) - Jawa Tengah",01.889.731.4-518.000,"Rp 1.996.225.000,00",pengadaan submersible pump merk turbosan type das-sc 300/500 control panel variable speed drive,2100000000.0,1996225000.0,1905598114.5981941
572,5311119,Pengadaan Peralatan Laboratorium Pendidikan Fakultas Ekonomika dan Bisnis Universitas Diponegoro Tahun 2018,Universitas Diponegoro,Tender Sudah Selesai,"2,1 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 2.969.165.440,00","Rp 2.106.612.546,12",PT. LIMA ANUGRAH JAYA,BTN Bumi Mas Magaga Blok C1 No 4  - Kendari (Kota) - Sulawesi Tenggara,73.433.477.4-811.000,"Rp 1.893.265.000,00",pengadaan peralatan laboratorium pendidikan fakultas ekonomika bisnis universitas diponegoro tahun 2018,2100000000.0,1893265000.0,1905598114.5981941
573,5308119,Penayangan ILM / Pemberitaan Melalui Media Online,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,15 M,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 15.000.000.000,00","Rp 14.999.040.870,00",PT AVANTGARDE PRODUCTION,"CROWN PALACE BLOK D-2, JL. PROF. DR. SOEPOMO, SH NO. 231, TEBET  - Jakarta Selatan (Kota) - DKI Jakarta",03.064.985.9-015.000,"Rp 12.635.359.000,00",penayangan ilm pemberitaan melalui media online,15000000000.0,12635359000.0,13611415104.272814
574,5304119,Pekerjaan Rehabilitasi Gedung Kantor Ruang Kerja Gedung Saleh Afifi Lantai 4,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"919,9 Jt",Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pekerjaan Konstruksi,"Rp 919.856.179,00","Rp 919.856.000,00",PT. Haruni Citra Gemilang,Jl. Pramuka Raya kav. 150 Gd. Is Plaza Lt.5 R 504 Rt 009 Rw 005 Utan Kayu Utara Matraman  - Jakarta Timur (Kota) - DKI Jakarta,03.135.688.4-001.000,"Rp 746.572.000,00",pekerjaan rehabilitasi gedung kantor ruang kerja gedung saleh afifi lantai 4,919900000.0,746572000.0,834742716.9613707
575,5302119,Pengadaan Pipa HDPE dan PVC untuk Jaringan Pipa Distribusi <span class='label label-warning'>Tender Ulang</span>,PDAM Kabupaten Semarang,Tender Sudah Selesai,"653,5 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,"Rp 578.473.500,00",0.0,,0,Pengadaan Barang,"Rp 702.751.500,00","Rp 653.477.000,00",UD. INDONESIA JAYA,Jl. Klampis Semolo Timur 7/14 Blok AB 175 Surabaya  - Surabaya (Kota) - Jawa Timur,06.549.419.7-606.000,"Rp 579.047.700,00",pengadaan pipa hdpe pvc jaringan pipa distribusi span class='label label-warning tender ulang /span,653500000.0,579047700.0,593003984.7094855
576,5299119,Pengadaan Konsultansi Background Study RPJMN 2020-2024 Bidang Pariwisata dan ekonomi Kreatif,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,500 Jt,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Badan Usaha,"Rp 495.068.000,00","Rp 500.000.000,00",PT. ARIA RIPTA SARANA,"JL. TANJUNGSARI RAYA NO.21, ANTAPANI  - Bandung (Kota) - Jawa Barat",01.731.887.4-441.000,0,pengadaan konsultansi background study rpjmn 2020-2024 bidang pariwisata ekonomi kreatif,500000000.0,0.0,453713836.80909383
577,5297119,Pengadaan Material SR Program MBR Tahun 2018,PDAM Kabupaten Semarang,Tender Sudah Selesai,"435,3 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,"Rp 424.970.150,00",0.0,,0,Pengadaan Barang,"Rp 459.201.600,00","Rp 435.292.000,00",CV. REYHAN JAYA,Jl.Ratu Ratih l No.5 RT008 RW019 Kel.Tlogosari Kulon Kec.Pedurungan  - Semarang (Kota) - Jawa Tengah,71.924.415.4-518.000,"Rp 425.920.000,00",pengadaan material sr program mbr tahun 2018,435300000.0,425920000.0,395003266.32599705
578,5296119,Pengadaan Atribut Peserta (jaket) Seminar Badan Penganggaran Tahun 2018,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"4,7 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,,0,Jasa Lainnya,"Rp 4.711.200.000,00","Rp 4.703.952.000,00",PT Gracia Gemilang,Jl.Mawar 7 No.5 Rt 004 Rw 002 Kel. Padurenan Kec. Mustikajaya  - Bekasi (Kota) - Jawa Barat,31.510.392.9-432.000,"Rp 3.587.361.360,00",pengadaan atribut peserta jaket seminar badan penganggaran tahun 2018,4700000000.0,3587361360.0,4264910066.0054812
579,5294119,Sewa Jasa Pindah Kantor MCA-Indonesia,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"541,5 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 541.530.000,00","Rp 541.530.000,00",PT. MARS AKBAR MANDIRI,Ruko Perkantoran Cempaka Mas Blok O No.28  - Jakarta Pusat (Kota) - DKI Jakarta,02.318.930.1-003.000,"Rp 328.755.000,00",sewa jasa pindah kantor mca-indonesia,541500000.0,328755000.0,491372085.26424855
580,5292119,Pengadaan Pipa PVC 2 S-12.5,PDAM Lawu Tirta,Tender Sudah Selesai,"414,1 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,"Rp 308.057.904,00",0.0,,0,Pengadaan Barang,"Rp 414.544.700,00","Rp 414.136.800,00",PT. FLYING EAGLE,"JLN. TAMAN KETAPANG TIMUR AG.143 , SEMARANG  - Semarang (Kota) - Jawa Tengah",02.656.482.3-518.000,"Rp 308.057.904,00",pengadaan pipa pvc 2 s-12.5,414100000.0,308057904.0,375765799.64529145
581,5289119,Pengadaan Pengembangan Security Jaringan Terpusat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"2,2 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 3.277.347.000,00","Rp 2.225.520.599,50",PT Salix Scura Sanctuary,The Vida Office Building Lt. 7 Jl. Raya Pejuangan No. 8 Kebon Jeruk  - Jakarta Barat (Kota) - DKI Jakarta,72.812.661.6-035.000,"Rp 2.223.062.128,65",pengadaan pengembangan security jaringan terpusat,2200000000.0,22230621285.0,1996340881.960013
582,5286119,Pekerjaan Rehabilitasi Ruang Kerja Gedung TS2A Lantai 3 dan Lantai 4,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,966 Jt,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pekerjaan Konstruksi,"Rp 965.950.202,00","Rp 965.950.000,00",PT. Haruni Citra Gemilang,Jl. Pramuka Raya kav. 150 Gd. Is Plaza Lt.5 R 504 Rt 009 Rw 005 Utan Kayu Utara Matraman  - Jakarta Timur (Kota) - DKI Jakarta,03.135.688.4-001.000,"Rp 791.928.000,00",pekerjaan rehabilitasi ruang kerja gedung ts2a lantai 3 lantai 4,966000000.0,791928000.0,876575132.7151692
583,5285119,Ganeral Administrative Manager,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"108,5 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 108.500.000,00","Rp 108.500.000,00",Siwi Handinah,Jl. Mampang Prapatan XI/3B Tegal Parang  - Jakarta Selatan (Kota) - DKI Jakarta,24.954.659.9-014.000,0,ganeral administrative manager,108500000.0,0.0,98455902.58757336
584,5284119,Pengadaan Tenaga Ahli Teknik Sipil <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,84 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan tenaga ahli teknik sipil span class='label label-warning tender ulang /span,84000000.0,0.0,76223924.58392775
585,5279119,Pengadaan Accesories Sambungan Rumah (SR),PDAM Tirta Mahakam,Tender Sudah Selesai,"1,2 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 1.277.000.000,00","Rp 1.161.909.375,00",CV. TIRTA WAIMATAN,"Ruko Malaka Country, Jl. Malaka Merah III Blok D/22 No.18 Pondok Kopi, Duren Sawit  - Jakarta Timur (Kota) - DKI Jakarta",03.198.910.6-008.000,"Rp 999.157.500,00",pengadaan accesories sambungan rumah sr,1200000000.0,999157500.0,1088913208.341825
586,5277119,Pengadaan Alat - Alat Laboratorium,PDAM Tirta Mahakam,Tender Sudah Selesai,750 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 750.000.000,00","Rp 749.963.500,00",CV. KREASI PESONA,Gg. Tilil II No. 334A Banduing  - Bandung (Kota) - Jawa Barat,02.008.986.8-423.000,"Rp 581.460.000,00",pengadaan alat alat laboratorium,750000000.0,581460000.0,680570755.2136407
587,5276119,Pengadaan Jasa Konsultansi Background Study Kebijakan Pembangunan Nasional 2020-2024 Bidang PIKEI <span class='label label-warning'>Seleksi Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,1 M,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha,1,Nilai Kontrak belum dibuat,1.0,0.0,0,Jasa Konsultansi Badan Usaha,"Rp 1.000.000.000,00","Rp 1.000.000.000,00",PT. SINERGI VISI UTAMA,"Jl. Nyi Retno Dumilah No.56 B RT/RW : 007/002 Prenggan, Kotagede Yogyakarta  - Yogyakarta (Kota) - DI Yogyakarta",02.205.757.4-541.000,0,pengadaan jasa konsultansi background study kebijakan pembangunan nasional 2020-2024 bidang pikei span class='label label-warning seleksi ulang /span,1000000000.0,0.0,907427673.6181877
588,5275119,Pengadaan Bahan Kimia Kaporit,PDAM Tirta Mahakam,Tender Sudah Selesai,"3,7 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 3.680.000.000,00","Rp 3.677.614.050,00",PT. TIRTA BUANA LUHUR,"Jl. Dalung Permai Blok OO No. 39 Dalung Kuta Utara, Badung - Bali  - Denpasar (Kota) - Bali",31.784.064.3-906.000,"Rp 3.293.793.195,00",pengadaan bahan kimia kaporit,3700000000.0,3293793195.0,3357482392.3872943
589,5274119,Pengadaan Perangkat Monitoring Jaringan,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"2,4 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 2.380.000.000,00","Rp 2.379.999.985,00","PT. Telekomunikasi Indonesia, Tbk.","Menara Multimedia, Jl. Kebon Sirih No.12  - Jakarta Pusat (Kota) - DKI Jakarta",01.000.013.1-093.000,0,pengadaan perangkat monitoring jaringan,2400000000.0,0.0,2177826416.68365
590,5273119,Pengadaan Peralatan Laboratorium Fakultas Psikologi Undip Tahun 2018,Universitas Diponegoro,Tender Sudah Selesai,549 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 549.960.505,00","Rp 549.046.300,00",CV. SADAR JAYA KOMPUTER,jl demangan baru no 6 rt 09 rw 02 catur tunggal depok  - Sleman (Kab.) - DI Yogyakarta,31.209.708.2-542.000,"Rp 521.444.550,00",pengadaan peralatan laboratorium fakultas psikologi undip tahun 2018,549000000.0,521444550.0,498177792.816385
591,5271119,Tenaga Ahli Relationships Manager Senior Kegiatan Koordinasi strategis Fasilitasi Pemerintah dalam Pembiayaan Non Anggaran Pemerintah,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,322 Jt,Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 362.250.000,00","Rp 322.000.000,00",Riano Bayu Satria (Konsultan Individu),"Puspita Loka Blok E2 No. 9 Sektor III, BSD City  - Tangerang Selatan (Kota) - Banten",83.208.245.7-411.000,0,tenaga ahli relationships manager senior kegiatan koordinasi strategis fasilitasi pemerintah pembiayaan non anggaran pemerintah,322000000.0,0.0,292191710.9050564
592,5270119,Pengadaan Personal Komputer dan Laptop <span class='label label-warning'>Tender Ulang</span>,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"1,1 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 4.124.155.000,00","Rp 1.117.748.504,40",CV.PERSADA KARYA BANGSA,Dusun Sukadana RT 01/07 Desa Banyuasih Kecamatan Tanjungkerta Kabupaten Sumedang Jawa  - Sumedang (Kab.) - Jawa Barat,72.207.283.2-446.000,"Rp 990.000.000,00",pengadaan personal komputer laptop span class='label label-warning tender ulang /span,1100000000.0,990000000.0,998170440.9800065
593,5267119,Tenaga Ahli Bidang Kebijakan Publik <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,70 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 80.000.000,00","Rp 70.000.000,00",Tities Eka Agustine,jalan simo gunung barat 2 No.23  - Surabaya (Kota) - Jawa Timur,66.838.822.6-604.000,0,tenaga ahli bidang kebijakan publik span class='label label-warning tender ulang /span,70000000.0,0.0,63519937.15327313
594,5264119,Group Head Kegiatan Koordinasi strategis Fasilitasi Pemerintah dalam Pembiayaan Non Anggaran Pemerintah,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,483 Jt,Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 540.000.000,00","Rp 483.000.000,00",LUKMAN ADI PRANANTO (KONSULTAN INDIVIDU),JALAN PARIKESIT 4 NO. 6 BUMI INDRAPRASTA 1  - Bogor (Kota) - Jawa Barat,71.079.706.9-404.000,0,group head kegiatan koordinasi strategis fasilitasi pemerintah pembiayaan non anggaran pemerintah,483000000.0,0.0,438287566.3575846
595,5262119,PENGADAAN PERALATAN ELEKTRONIK UNTUK LABORATORIUM FAKULTAS HUKUM UNIVERSITAS DIPONEGORO TAHUN 2018,Universitas Diponegoro,Tender Sudah Selesai,"1,6 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 1.646.398.200,00","Rp 1.645.453.422,80",CIPTA MANDIRI,"JLN.ISTIQOMAH NO 26 CILENDEK TIMUR,BOGOR BARAT  - Bogor (Kota) - Jawa Barat",31.393.068.7-404.000,"Rp 1.599.311.830,00",pengadaan peralatan elektronik laboratorium fakultas hukum universitas diponegoro tahun 2018,1600000000.0,1599311830.0,1451884277.7891002
596,5261119,Tenaga Ahli Perencanaan Proyek Infrastruktur Kegiatan Koordinasi Strategis Pelaksanaan Kantor Bersama KPBU <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,96 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 108.000.000,00","Rp 96.000.000,00",Kandianawati,Jl Jatipadang Poncol No.17 RT003/08 Pasar Minggu  - Jakarta Selatan (Kota) - DKI Jakarta,49.265.983.4-017.000,0,tenaga ahli perencanaan proyek infrastruktur kegiatan koordinasi strategis pelaksanaan kantor bersama kpbu span class='label label-warning tender ulang /span,96000000.0,0.0,87113056.667346
597,5260119,Communication Manager,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,126 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 126.000.000,00","Rp 126.000.000,00",Angga Ariestya,Jl. Pisangan Baru Tengah RT. 008 RW. 011  - Jakarta Timur (Kota) - DKI Jakarta,25.618.830.1-001.000,0,communication manager,126000000.0,0.0,114335886.87589164
598,5256119,TENAGA AHLI KAJIAN IMPLEMENTASI PP 17/2017DALAM MEMPERKUAT SINERGI PENDANAAN PEMBANGUNAN PUSAT -  DAERAH <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,111 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,tenaga ahli kajian implementasi pp 17/2017dalam memperkuat sinergi pendanaan pembangunan pusat daerah span class='label label-warning tender ulang /span,111000000.0,0.0,100724471.7716188
599,5255119,Pengadaan Peralatan Laboratorium Komputer Prodi Ilmu Perpustakaan Fakultas Ilmu Budaya Undip Tahun 2018,Universitas Diponegoro,Tender Sudah Selesai,350 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 349.992.016,00","Rp 349.992.016,00",CV. METRO NUSA PRIMA,"Ruko Puri Sentra Niaga Blok E no.71 lt.2, Jl. Raya Kalimalang RT12/07, Cipinang Melayu, Makasar  - Jakarta Timur (Kota) - DKI Jakarta",02.056.364.9-005.000,"Rp 335.445.000,00",pengadaan peralatan laboratorium komputer prodi ilmu perpustakaan fakultas ilmu budaya undip tahun 2018,350000000.0,335445000.0,317599685.76636565
600,5253119,Pengadaan Jasa Konsultansi Badan Usaha Kegiatan Assesmen Kompetensi Pegawai di Lingkungan Kebijakan Pengadaan Barang/Jasa Pemerintah Tahun 2018,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"139,5 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,Jasa Konsultansi Badan Usaha,2,Nilai Kontrak belum dibuat,0.0,,0,Jasa Konsultansi Badan Usaha,"Rp 150.000.000,00","Rp 139.549.999,97",PT. QUANTUM HRM INTERNASIONAL,JALAN SIDOSERMO I/10 RT 001 RW 008 BENDUL MERISI  - Surabaya (Kota) - Jawa Timur,02.208.596.3-609.000,"Rp 111.650.000,00",pengadaan jasa konsultansi badan usaha kegiatan assesmen kompetensi pegawai lingkungan kebijakan pengadaan barang/jasa pemerintah tahun 2018,139500000.0,111650000.0,126586160.46973716
601,5249119,Pengiriman Mobil Perlindungan Perempuan dan Anak (MOLIN) Tahun 2017 <span class='label label-warning'>Tender Ulang</span>,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,"603,6 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,,0,Jasa Lainnya,"Rp 1.170.000.000,00","Rp 603.632.960,00",PT. MULTI ANGKUTAN EKSPRESS,JL. MAMPANG PRAPATAN XV NO.23  - Jakarta Selatan (Kota) - DKI Jakarta,02.161.041.5-014.000,"Rp 523.662.720,00",pengiriman mobil perlindungan perempuan anak molin tahun 2017 span class='label label-warning tender ulang /span,603600000.0,523662720.0,547723343.795938
602,5248119,Pengadaan ATK dan Bahan Komputer di Lingkungan Biro Umum dan Keuangan,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"287,3 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 287.684.537,00","Rp 287.317.115,80",Cv Angkasa Delapan Tujuh,Jl. Lingkar Selatan Kp. sengkol Rt 06/ 02 No. 58 Kel. Muncul Kec. setu  - Tangerang Selatan (Kota) - Banten,66.229.289.5-411.000,"Rp 243.883.750,00",pengadaan atk bahan komputer lingkungan biro umum keuangan,287300000.0,243883750.0,260703970.63050532
603,5247119,Jasa Pengelolaan Website,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,450 Jt,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Badan Usaha,"Rp 1.100.000.000,00","Rp 450.000.000,00",PT. PILAR CIPTA SOLUSI INTEGRATIKA,"Jl. Tegal Mlati No. 55A, RT. 01 RW 18, Sindudadi, Mlati  - Sleman (Kab.) - DI Yogyakarta",75.056.654.9-542.000,0,jasa pengelolaan website,450000000.0,0.0,408342453.1281844
604,5245119,Pengadaan Jasa Lainnya Event Organizer Kegiatan Direktorat Penanganan Permasalahan Hukum,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,2 M,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,,0,Jasa Lainnya,"Rp 2.050.000.000,00","Rp 2.045.686.500,00",PT. ERA VISI INTERMEDIA,Jl. Tebet Timur Dalam Raya NO.69 RT.001 RW.006 Tebet Timur - Tebet - Jakarta Selatan  - Jakarta Selatan (Kota) - DKI Jakarta,03.254.371.2-015.000,"Rp 1.875.291.000,00",pengadaan jasa lainnya event organizer kegiatan direktorat penanganan permasalahan hukum,2000000000.0,1875291000.0,1814855347.236375
605,5243119,Pengadaan Pipa HDPE Diameter 2 inchi ( 63 mm ) SDR 17 PN 10 <span class='label label-warning'>Tender Ulang</span>,PDAM Tirta Moedal,Tender Sudah Selesai,"1,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 1.972.000.000,00","Rp 1.848.000.000,00",CV. DAYA UPAYA MANDIRI,JL. PUCANG GEDE XV/2 RT.10 RW 13 BATURSARI MRANGGEN DEMAK  - Demak (Kab.) - Jawa Tengah,02.771.847.7-515.000,"Rp 1.449.800.000,00",pengadaan pipa hdpe diameter 2 inchi 63 mm sdr 17 pn 10 span class='label label-warning tender ulang /span,1800000000.0,1449800000.0,1633369812.5127375
606,5240119,Pengadaan Barang Conference System Ruang Rapat Paripurna <span class='label label-warning'>Tender Ulang</span>,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"742,2 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,,0,Pengadaan Barang,"Rp 890.000.000,00","Rp 742.198.050,00",CV. MELATI INDAH,"JL. DEWI SARTIKA NO. 357 CAWANG, KRAMAT JATI  - Jakarta Timur (Kota) - DKI Jakarta",74.341.623.2-005.000,"Rp 707.080.000,00",pengadaan barang conference system ruang rapat paripurna span class='label label-warning tender ulang /span,742200000.0,707080000.0,673492819.3594187
607,5238119,Belanja Jasa Konsultan Badan Usaha Evaluasi dan Efektivitas dan capaian Pelaksanaan Kebijakan Program Keselamatan Jalan Sebagai Masukan Background Study RPJMN 2020-2024,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"979,7 Jt",Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Badan Usaha,"Rp 980.000.000,00","Rp 979.655.600,00",PT. ANUGERAH KRIDAPRADANA,"JL. Petogogan II No.45 Keb. Baru, Jakarta Selatan  - Jakarta Selatan (Kota) - DKI Jakarta",01.333.888.4-064.000,0,belanja jasa konsultan badan usaha evaluasi efektivitas capaian pelaksanaan kebijakan program keselamatan jalan masukan background study rpjmn 2020-2024,979700000.0,0.0,889006891.8437383
